MilliSecond,ECG
1,140.237896538286
2,287.12281362955
3,428.85327267378
4,562.394687560002
5,685.594596480764
6,797.040082065355
7,895.923937440818
8,981.9197121637801
9,1055.06722800013
10,1115.67248769616
11,1164.2263010256
12,1201.3428061305901
13,1227.71650012434
14,1244.0961437257301
15,1251.2726735509
16,1250.0768201958501
17,1241.38215000646
18,1226.1087151140598
19,1205.22252104468
20,1179.7280402622
21,1150.65182395317
22,1119.0163386266001
23,1085.8072038280302
24,1051.93949164531
25,1018.2281576550399
26,985.3667225557699
27,953.9166899388049
28,924.3078589639559
29,896.8475371142149
30,871.736022387224
31,849.086914627507
32,828.9507098010989
33,811.338323577437
34,796.239914008211
35,783.634666165713
36,773.4901080223241
37,765.753220056637
38,760.337457454021
39,757.110870507774
40,755.89007192862
41,756.4415807197059
42,758.489658322528
43,761.7295730709089
44,765.8448803176069
45,770.526781209989
46,775.493477051597
47,780.5071869115691
48,785.386143798571
49,790.0086720211099
50,794.307739090505
51,798.2574983254029
52,801.855748577544
53,805.106666517545
54,808.007497844855
55,810.541525881901
56,812.6774054212669
57,814.373366725143
58,815.5853690108299
59,816.278533060575
60,816.439826172018
61,816.089161792905
62,815.286049289631
63,814.129289240852
64,812.748440901253
65,811.287978980477
66,809.887656880717
67,808.663614787064
68,807.693738679153
69,807.0097659001981
70,806.5971605734829
71,806.401121686503
72,806.3364233221831
73,806.3002725688319
74,806.187407577517
75,805.9056413639439
76,805.3893412881849
77,804.607600229455
78,803.56494266078
79,802.295323206172
80,800.852050374224
81,799.2965525185921
82,797.688160559914
83,796.076033101367
84,794.4937920219979
85,792.9569688729449
86,791.4633804527609
87,789.996972360408
88,788.535051042321
89,787.057483175991
90,785.555650086973
91,784.038861945187
92,782.536402421824
93,781.0943922574021
94,779.767755704193
95,778.608912654949
96,777.656007670112
97,776.9235704474181
98,776.397960101117
99,776.038775173353
100,775.785367713423
101,775.5657145969569
102,775.305801820795
103,774.940006984427
104,774.421609845797
105,773.729995254841
106,772.871968941846
107,771.876892323544
108,770.786987986751
109,769.645658683814
110,768.4875257207331
111,767.332373110528
